100,ID,T0.7,101,102
6.561515769033234,ENSMUSG00000027374-P,5.910311749663849,7.2748320374574496,6.7376996189268015
5.359346681082597,ENSMUSG00000042626-P,3.5312132431986103,4.554501280444778,5.359163221766231
7.999952591160073,ENSMUSG00000055681-P,7.911320963527596,8.287025392499515,7.815425330041754
6.770006973934691,ENSMUSG00000028412-P,6.948476592165153,6.2153253397394135,6.671229012173565
5.405518274767321,ENSMUSG00000054484-P,5.324676047276037,3.1672559246754,5.3017333068758585
10.361953610482022,ENSMUSG00000024425-P,10.251128278311183,9.974670132958304,9.91842495150785
10.161288817208714,ENSMUSG00000032216-P,10.527861009187651,9.7438200934827,10.493703785215615
7.857738246360595,ENSMUSG00000025979-P,7.554069914600203,7.191326627505599,7.332558100871924
5.046177925717404,ENSMUSG00000051343-P,5.749688705337369,5.163357879754206,5.662684334805726
8.437851644942505,ENSMUSG00000035443-P,8.711569294317053,8.601979005170726,8.13607192096868
5.9006619807881595,ENSMUSG00000028991-P,6.206954718790918,5.901750155804968,6.110152010390917
6.716067524319932,ENSMUSG00000036948-P,5.120836548556326,5.848230178923576,7.074173811722693
6.770006973934691,ENSMUSG00000033900-P,6.054829852279387,6.349779410727252,6.693727887300776
4.5665464550311805,ENSMUSG00000041936-P,2.875129551690155,4.908352629359846,5.4934678919573185
3.7021378150296895,ENSMUSG00000034584-P,1.0399210909765384,1.9645988968039112,3.701964223264987
5.963741981522946,ENSMUSG00000068921-P,6.186180275763554,6.297491646024299,6.910930828761276
4.198136450873345,ENSMUSG00000049670-P,2.385282137693864,5.674615168854764,4.974291562938603
5.45025791553876,ENSMUSG00000044224-P,6.677889559275795,5.734838348531425,5.616327633973978
7.233848408824024,ENSMUSG00000030216-P,8.117394690981925,6.2153253397394135,6.985772031653741
7.02788770637151,ENSMUSG00000071072-P,7.227974387724399,7.637585612047494,7.2438619678068195
5.616511841216907,ENSMUSG00000021243-P,5.910311749663849,6.898437553299727,6.540792537898875
5.9006619807881595,ENSMUSG00000016495-P,4.244427258259998,5.429418641021608,5.5438741047715006
6.660032796009926,ENSMUSG00000026803-P,5.163973699473649,6.082574022448818,6.159480526825397
6.520144767689819,ENSMUSG00000036188-P,6.553639072446206,6.003178498933493,5.9697158600465965
5.692965838075178,ENSMUSG00000068284-P,6.537327466754477,6.400238198505965,5.147282303841367
6.601733404861931,ENSMUSG00000033237-P,7.521270076509977,6.113147908232766,5.9697158600465965
5.211243194624073,ENSMUSG00000063894-P,6.7784696542164165,4.799767877404899,4.499829307924241
1.2234438598261048,ENSMUSG00000027536-P,1.0399210909765384,3.279341323049387,3.788128227865152
0.0,ENSMUSG00000069727-P,1.0399210909765384,0.0,0.0
2.323399894305442,ENSMUSG00000042118-P,3.3930092982402096,2.913003109139545,4.447831990063931
0.0,ENSMUSG00000094002-P,0.0,0.0,0.0
7.0425718949647464,ENSMUSG00000039253-P,7.345055888559737,6.639571082386336,7.108071574579092
6.243401205873559,ENSMUSG00000031916-P,4.660532175221,6.3368840569902405,6.589599306038444
