n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,edge_dir,Pooled FDR
"2,2'-Bipyridine",Isopropyl palmitate,0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.602941176,0.205184269,6,0.8038029,0.00053174,14,3,TRUE,+,1,0.013988031
"2,2'-Bipyridine",L-Alanine,0.866025404,0.333333333,3,0.763157895,0.13333912,5,0.867647059,0.025116718,6,0.740551051,0.002450698,14,3,TRUE,+,1,0.034994811
"2,2'-Bipyridine",L-Glutamine,0.5,0.666666667,3,0.872081599,0.053854218,5,0.632352941,0.17790015,6,0.782620854,0.000936309,14,3,TRUE,+,1,0.019157176
"2,2'-Bipyridine",L-Leucine,0.5,0.666666667,3,0.789473684,0.112222478,5,0.927633657,0.007665844,6,0.824585638,0.000284958,14,3,TRUE,+,1,0.009871503
"2,2'-Bipyridine","l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,0,-1,0,4,-0.974679434,0.00481823,5,-0.920262717,0.000160491,10,2,TRUE,-,-1,0.007347341
"2,2'-Bipyridine",Norketamine,0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.597081434,0.210809477,6,0.787234536,0.000832153,14,3,TRUE,+,1,0.018129206
"2,2'-Bipyridine",Octanoic acid,,,0,0.210818511,0.789181489,4,0.737864787,0.262135213,4,0.879581914,0.003980559,8,2,TRUE,+,1,0.044497302
"2,2'-Bipyridine",Vanillylmandelic acid,,,0,0.872081599,0.053854218,5,0.820782682,0.088587005,5,0.854591562,0.001634824,10,2,TRUE,+,1,0.027426751
"2,3-Dihydroxybutanoic acid",N-Acetylaminoethanol,,,0,0.833333333,0.166666667,4,0.948683298,0.051316702,4,0.821542351,0.003555912,10,2,TRUE,+,1,0.042274307
"2,4,4'-Trihydroxybenzophenone","2,4-Imidazolidinedione, 5,5-dimethyl",0.5,0.666666667,3,0.974679434,0.00481823,5,0.260896966,0.617533817,6,0.731709116,0.002933938,14,3,TRUE,+,1,0.037692813
"2,4,4'-Trihydroxybenzophenone",Adenine,,,0,0.974679434,0.00481823,5,0.942857143,0.004804665,6,0.811298834,0.001359616,12,2,TRUE,+,1,0.024411691
"2,4,4'-Trihydroxybenzophenone",Crotonic acid,0.5,0.666666667,3,0.763157895,0.13333912,5,0.51610023,0.294583741,6,0.709706467,0.004465693,14,3,TRUE,+,1,0.04778055
"2,4,4'-Trihydroxybenzophenone","Kojic acid, bis(tert-butyldimethylsilyl) ether",0.5,0.666666667,3,0.974679434,0.00481823,5,0.314285714,0.544093294,6,0.756644575,0.001733863,14,3,TRUE,+,1,0.028350318
"2,4,4'-Trihydroxybenzophenone",Leucylglycine,,,0,-0.564288094,0.321723336,5,-1,0,6,-0.795794381,0.001962286,12,2,TRUE,-,-1,0.030488173
"2,4,4'-Trihydroxybenzophenone",Xylazine,0.5,0.666666667,3,0.947368421,0.014379534,5,0.657142857,0.156174927,6,0.808465257,0.000465288,14,3,TRUE,+,1,0.01276077
"2,4,6-Cycloheptatrien-1-one","2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",1,0,3,1,0,3,0.5,0.666666667,3,0.853563957,0.003418215,9,3,TRUE,+,1,0.041453882
"2,4,6-Cycloheptatrien-1-one",Isobutanol,-1,0,3,,,0,-1,0,3,-0.904761905,0.002008276,8,2,TRUE,-,-1,0.030756441
"2,4-Di-tert-butylphenol",Oleamide,0.5,0.666666667,3,0.6,0.28475698,5,,,0,0.843889369,0.004233772,9,2,TRUE,+,1,0.046248573
"2,4-Imidazolidinedione, 5,5-dimethyl",2-Amino-4-methylbenzophenone,-1,0,3,-0.7,0.188120404,5,-0.872081599,0.053854218,5,-0.768597958,0.002141452,13,3,TRUE,-,-1,0.032037117
"2,4-Imidazolidinedione, 5,5-dimethyl",3-Aminobenzoic acid,,,0,0.974679434,0.00481823,5,0.753702346,0.083523281,6,0.869987001,0.000110585,13,2,TRUE,+,1,0.005502113
"2,4-Imidazolidinedione, 5,5-dimethyl",6-Methyluracil,1,0,3,1,1.40E-24,5,1,0,6,0.91454447,4.67E-06,14,3,TRUE,+,1,0.00092038
"2,4-Imidazolidinedione, 5,5-dimethyl",Durapan,,,0,0.9,0.037386073,5,0.985610761,0.000309086,6,0.875231849,0.000192421,12,2,TRUE,+,1,0.008087955
"2,4-Imidazolidinedione, 5,5-dimethyl","Hymexazole, tert-butyldimethylsilyl ether",1,0,3,1,1.40E-24,5,0.985610761,0.000309086,6,0.868655538,5.55E-05,14,3,TRUE,+,1,0.003838052
"2,4-Imidazolidinedione, 5,5-dimethyl",Isobutanol,-0.5,0.666666667,3,-0.632455532,0.367544468,4,-0.840668002,0.036057573,6,-0.877071823,8.24E-05,13,3,TRUE,-,-1,0.004618834
"2,4-Imidazolidinedione, 5,5-dimethyl","Kojic acid, bis(tert-butyldimethylsilyl) ether",1,0,3,0.9,0.037386073,5,0.985610761,0.000309086,6,0.965786018,2.15E-08,14,3,TRUE,+,1,1.59E-05
"2,4-Imidazolidinedione, 5,5-dimethyl",Methanesulfonic acid,,,0,1,1.40E-24,5,0.898645105,0.014888622,6,0.882766178,6.42E-05,13,2,TRUE,+,1,0.004081646
"2,4-Imidazolidinedione, 5,5-dimethyl",Methylthiouracil,,,0,0.9,0.037386073,5,0.985610761,0.000309086,6,0.870169066,0.000109776,13,2,TRUE,+,1,0.005502113
"2,4-Imidazolidinedione, 5,5-dimethyl",Pinosylvin,,,0,0.9,0.037386073,5,0.927633657,0.007665844,6,0.809864175,0.001408461,12,2,TRUE,+,1,0.024926862
"2,4-Imidazolidinedione, 5,5-dimethyl",Xylazine,1,0,3,0.974679434,0.00481823,5,0.49280538,0.320632583,6,0.716673745,0.003925331,14,3,TRUE,+,1,0.04412574
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole","2,5-Dimethoxybenzhydrazide",,,0,-1,0,4,-0.828571429,0.041562682,6,-0.872727273,0.000454615,11,2,TRUE,-,-1,0.012557117
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole","2,5-Dimethoxyphenol",,,0,-1,0,4,-0.542857143,0.265702624,6,-0.769230769,0.00344645,12,2,TRUE,-,-1,0.041453882
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole","2',5'-Dimethoxypropiophenone",,,0,-1,0,4,-0.885714286,0.018845481,6,-0.755244755,0.004508435,12,2,TRUE,-,-1,0.048027375
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole","3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",,,0,-1,0,4,-0.828571429,0.041562682,6,-0.851139659,0.000445901,12,2,TRUE,-,-1,0.01249493
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",6-Methyluracil,,,0,0.4,0.6,4,0.985610761,0.000309086,6,0.759760005,0.004141791,12,2,TRUE,+,1,0.045565594
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole","Cyclohexanone, 3,3,5-trimethyl",,,0,-1,0,4,-0.8,0.104088039,5,-0.827272727,0.001676974,11,2,TRUE,-,-1,0.027772411
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",Cyclooctylamine,,,0,-0.948683298,0.051316702,4,-0.942857143,0.004804665,6,-0.871716861,0.00021974,12,2,TRUE,-,-1,0.008568544
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole","Hymexazole, tert-butyldimethylsilyl ether",,,0,0.4,0.6,4,0.942857143,0.004804665,6,0.795097542,0.001993486,12,2,TRUE,+,1,0.030756441
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",Methylthiouracil,,,0,0.8,0.2,4,0.942857143,0.004804665,6,0.797202797,0.001900368,12,2,TRUE,+,1,0.029994784
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",N-Acetylaminoethanol,,,0,-1,0,4,-0.782690898,0.065703848,6,-0.758127143,0.00427167,12,2,TRUE,-,-1,0.046531123
"2,5-Dimethoxybenzhydrazide","2,5-Dimethoxyphenol",,,0,0.9,0.037386073,5,0.828571429,0.041562682,6,0.899449036,2.85E-05,13,2,TRUE,+,1,0.002566185
"2,5-Dimethoxybenzhydrazide","2',5'-Dimethoxypropiophenone",,,0,1,1.40E-24,5,0.885714286,0.018845481,6,0.841597796,0.00030946,13,2,TRUE,+,1,0.010378361
"2,5-Dimethoxybenzhydrazide","3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",,,0,0.9,0.037386073,5,1,0,6,0.918845436,9.12E-06,13,2,TRUE,+,1,0.001237735
"2,5-Dimethoxybenzhydrazide",6-Methyluracil,,,0,-0.7,0.188120404,5,-0.898645105,0.014888622,6,-0.819957182,0.000598894,13,2,TRUE,-,-1,0.015038454
"2,5-Dimethoxybenzhydrazide","Cyclohexanone, 3,3,5-trimethyl",,,0,0.9,0.037386073,5,0.5,0.391002219,5,0.826621233,0.000915011,12,2,TRUE,+,1,0.018892992
"2,5-Dimethoxybenzhydrazide",Cyclooctylamine,,,0,0.872081599,0.053854218,5,0.942857143,0.004804665,6,0.87845639,7.77E-05,13,2,TRUE,+,1,0.004459105
"2,5-Dimethoxybenzhydrazide",Diethylamine,,,0,0.6,0.28475698,5,0.927633657,0.007665844,6,0.750345541,0.003129234,13,2,TRUE,+,1,0.039097731
"2,5-Dimethoxybenzhydrazide",Durapan,,,0,-0.9,0.037386073,5,-0.828571429,0.041562682,6,-0.827272727,0.001676974,11,2,TRUE,-,-1,0.027772411
"2,5-Dimethoxybenzhydrazide","Erythrono-1,4-lactone",,,0,0.5,0.391002219,5,0.771428571,0.072396501,6,0.783152159,0.001544197,13,2,TRUE,+,1,0.026598707
"2,5-Dimethoxybenzhydrazide","Hymexazole, tert-butyldimethylsilyl ether",,,0,-0.7,0.188120404,5,-0.942857143,0.004804665,6,-0.895316804,3.53E-05,13,2,TRUE,-,-1,0.002841364
"2,5-Dimethoxybenzhydrazide",Ketamine,,,0,-0.8,0.104088039,5,-0.637748139,0.17307111,6,-0.813539016,0.000716654,13,2,TRUE,-,-1,0.016594607
"2,5-Dimethoxybenzhydrazide",Malic acid,,,0,-0.9,0.037386073,5,-0.6,0.208,6,-0.812672176,0.000733865,13,2,TRUE,-,-1,0.016792041
"2,5-Dimethoxybenzhydrazide",Methanesulfonic acid,,,0,-0.7,0.188120404,5,-0.657142857,0.156174927,6,-0.769230769,0.00344645,12,2,TRUE,-,-1,0.041453882
"2,5-Dimethoxybenzhydrazide",Methylthiouracil,,,0,-0.9,0.037386073,5,-0.942857143,0.004804665,6,-0.896673879,7.78E-05,12,2,TRUE,-,-1,0.004459105
"2,5-Dimethoxybenzonitrile","2,5-Dimethoxyphenol",1,0,3,1,1.40E-24,5,0.371428571,0.468478134,6,0.74090453,0.00243278,14,3,TRUE,+,1,0.034993793
"2,5-Dimethoxybenzonitrile","2',5'-Dimethoxypropiophenone",0.5,0.666666667,3,0.9,0.037386073,5,0.771428571,0.072396501,6,0.871003837,5.01E-05,14,3,TRUE,+,1,0.003521953
"2,5-Dimethoxybenzonitrile",2-Methyl-3-pentanol,,,0,1,0,3,0.8,0.104088039,5,0.880952381,0.00385032,8,2,TRUE,+,1,0.043791733
"2,5-Dimethoxybenzonitrile","3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",0.5,0.666666667,3,1,1.40E-24,5,0.771428571,0.072396501,6,0.747519749,0.002116121,14,3,TRUE,+,1,0.031890866
"2,5-Dimethoxybenzonitrile","Benzene, 1,4-dimethoxy",0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.828571429,0.041562682,6,0.73282317,0.002869224,14,3,TRUE,+,1,0.037203596
"2,5-Dimethoxybenzonitrile","Cyclohexanone, 3,3,5-trimethyl",1,0,3,1,1.40E-24,5,0.6,0.28475698,5,0.853997731,0.000202668,13,3,TRUE,+,1,0.008172548
"2,5-Dimethoxybenzonitrile",Cyclooctylamine,1,0,3,0.974679434,0.00481823,5,0.714285714,0.110787172,6,0.838497627,0.000179192,14,3,TRUE,+,1,0.007799738
"2,5-Dimethoxybenzonitrile",Diethylamine,1,0,3,0.8,0.104088039,5,0.81167945,0.049857585,6,0.844370861,0.000145417,14,3,TRUE,+,1,0.006942329
"2,5-Dimethoxyphenol","2',5'-Dimethoxypropiophenone",0.5,0.666666667,3,0.9,0.037386073,5,0.542857143,0.265702624,6,0.737885463,0.002589204,14,3,TRUE,+,1,0.03575875
"2,5-Dimethoxyphenol","3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",0.5,0.666666667,3,1,1.40E-24,5,0.828571429,0.041562682,6,0.792951542,0.000716177,14,3,TRUE,+,1,0.016594607
"2,5-Dimethoxyphenol","3,4-Methylenedioxyamphetamine",-1,0,3,,,0,-1,0,4,-0.903773601,0.000827411,9,2,TRUE,-,-1,0.018076832
"2,5-Dimethoxyphenol","Cyclohexanone, 3,3,5-trimethyl",1,0,3,1,1.40E-24,5,0.5,0.391002219,5,0.861073717,0.000156426,13,3,TRUE,+,1,0.007257317
"2,5-Dimethoxyphenol",Cyclooctylamine,1,0,3,0.974679434,0.00481823,5,0.714285714,0.110787172,6,0.827628857,0.000258354,14,3,TRUE,+,1,0.009469716
"2,5-Dimethoxyphenol",Ketamine,-0.5,0.666666667,3,-0.6,0.28475698,5,-0.898645105,0.014888622,6,-0.735337961,0.002727282,14,3,TRUE,-,-1,0.036492729
"2,5-Dimethoxyphenol",Malic acid,-1,0,3,-0.8,0.104088039,5,-0.828571429,0.041562682,6,-0.773127753,0.001183405,14,3,TRUE,-,-1,0.022377631
"2,5-Dimethoxyphenol",Trimethylolpropane,,,0,1,0,3,0.872081599,0.053854218,5,0.924402387,0.000363041,9,2,TRUE,+,1,0.011121484
"2',5'-Dimethoxypropiophenone",2-Methyl-3-pentanol,,,0,1,0,3,0.5,0.391002219,5,0.880952381,0.00385032,8,2,TRUE,+,1,0.043791733
"2',5'-Dimethoxypropiophenone",Cholesterol,-0.5,0.666666667,3,-0.6,0.28475698,5,-0.828571429,0.041562682,6,-0.706271054,0.004752722,14,3,TRUE,-,-1,0.049116116
"2',5'-Dimethoxypropiophenone","Cyclohexanone, 3,3,5-trimethyl",0.5,0.666666667,3,0.9,0.037386073,5,0.6,0.28475698,5,0.792297861,0.001241666,13,3,TRUE,+,1,0.023184689
"2',5'-Dimethoxypropiophenone",Cyclooctylamine,0.5,0.666666667,3,0.872081599,0.053854218,5,0.942857143,0.004804665,6,0.92486696,2.21E-06,14,3,TRUE,+,1,0.000568578
"2',5'-Dimethoxypropiophenone",Durapan,,,0,-0.9,0.037386073,5,-0.885714286,0.018845481,6,-0.769230769,0.00344645,12,2,TRUE,-,-1,0.041453882
"2',5'-Dimethoxypropiophenone","Hymexazole, tert-butyldimethylsilyl ether",-0.5,0.666666667,3,-0.7,0.188120404,5,-0.942857143,0.004804665,6,-0.724669604,0.003369929,14,3,TRUE,-,-1,0.041453882
"2',5'-Dimethoxypropiophenone",Methylthiouracil,,,0,-0.9,0.037386073,5,-0.942857143,0.004804665,6,-0.781293724,0.001612168,13,2,TRUE,-,-1,0.02729453
"2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",4-Aminobutanoic acid,1,0,3,1,0,3,0.8,0.2,4,0.875383983,0.000905326,10,3,TRUE,+,1,0.018771555
"2-Allyl-1,4-dimethoxybenzene",2-Pyrrolidone-5-carboxylic acid,0.5,0.666666667,3,0.824957911,0.085566281,5,0.885714286,0.018845481,6,0.76483117,0.001439606,14,3,TRUE,+,1,0.02536199
"2-Allyl-1,4-dimethoxybenzene",Butanedioic acid,1,0,3,0.948683298,0.013846833,5,0.542857143,0.265702624,6,0.709034066,0.004520774,14,3,TRUE,+,1,0.048027375
"2-Allyl-1,4-dimethoxybenzene",Glycolic acid,0.5,0.666666667,3,0.527046277,0.36145485,5,0.927633657,0.007665844,6,0.798228126,0.000620991,14,3,TRUE,+,1,0.015295376
"2-Allyl-1,4-dimethoxybenzene",Hexanoic acid,0.5,0.666666667,3,0.432590456,0.466905125,5,0.898645105,0.014888622,6,0.719965128,0.003688627,14,3,TRUE,+,1,0.043234395
"2-Allyl-1,4-dimethoxybenzene","Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",1,0,3,0.737864787,0.154618523,5,0.942857143,0.004804665,6,0.860627894,7.78E-05,14,3,TRUE,+,1,0.004459105
2-Amino-4-methylbenzophenone,6-Methyluracil,-1,0,3,-0.7,0.188120404,5,-0.872081599,0.053854218,5,-0.832661682,0.000410971,13,3,TRUE,-,-1,0.01185989
2-Amino-4-methylbenzophenone,Biphenyl,-0.5,0.666666667,3,-0.8,0.104088039,5,-0.3,0.623837665,5,-0.790636609,0.001292829,13,3,TRUE,-,-1,0.023804681
2-Amino-4-methylbenzophenone,"Hymexazole, tert-butyldimethylsilyl ether",-1,0,3,-0.7,0.188120404,5,-0.9,0.037386073,5,-0.828061306,0.000472632,13,3,TRUE,-,-1,0.012780896
2-Amino-4-methylbenzophenone,"Kojic acid, bis(tert-butyldimethylsilyl) ether",-1,0,3,-0.9,0.037386073,5,-0.8,0.104088039,5,-0.828061306,0.000472632,13,3,TRUE,-,-1,0.012780896
2-Butenedioic acid,L-Glutamic acid,,,0,-0.5,0.666666667,3,-1,0,3,-0.942857143,0.004804665,6,2,TRUE,-,-1,0.049172647
"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",2-Naphthol,-1,0,3,-0.666885929,0.218893981,5,-0.735612358,0.095610781,6,-0.84298441,0.000152881,14,3,TRUE,-,-1,0.007209641
"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",Durapan,,,0,-0.820782682,0.088587005,5,-0.942857143,0.004804665,6,-0.797902127,0.001870185,12,2,TRUE,-,-1,0.02958544
"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",N-Acetylaminoethanol,0.5,0.666666667,3,0.763157895,0.13333912,5,0.927633657,0.007665844,6,0.893517972,1.67E-05,14,3,TRUE,+,1,0.001803601
"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",Stearic acid,-0.5,0.666666667,3,-0.666885929,0.218893981,5,-0.8,0.2,4,-0.795774648,0.001963164,12,3,TRUE,-,-1,0.030488173
2-Butoxyethanol,2-Hydroxy-3-methylbutyric acid,,,0,1,1.40E-24,5,0.6,0.208,6,0.823449059,0.000541585,13,2,TRUE,+,1,0.014198717
2-Butoxyethanol,2-Pentadecanone,0.866025404,0.333333333,3,1,1.40E-24,5,0.758970926,0.080141228,6,0.756418926,0.001742602,14,3,TRUE,+,1,0.028433082
2-Butoxyethanol,"5-Nonanol, tert-butyldimethylsilyl ether",0.5,0.666666667,3,0.9,0.037386073,5,0.735612358,0.095610781,6,0.825414869,0.000277499,14,3,TRUE,+,1,0.009755363
2-Butoxyethanol,6-Oxoheptanoic acid,0.866025404,0.333333333,3,0.820782682,0.088587005,5,0.657142857,0.156174927,6,0.722346901,0.003524448,14,3,TRUE,+,1,0.042129951
2-Butoxyethanol,Adenine,,,0,1,1.40E-24,5,0.771428571,0.072396501,6,0.833041708,0.000766396,12,2,TRUE,+,1,0.017433249
2-Butoxyethanol,"Benzenesulfonamide, N-butyl",0.5,0.666666667,3,1,1.40E-24,5,0.985610761,0.000309086,6,0.834437086,0.000206057,14,3,TRUE,+,1,0.008172548
2-Butoxyethanol,Benzophenone,,,0,0.820782682,0.088587005,5,0.771428571,0.072396501,6,0.76454587,0.002336121,13,2,TRUE,+,1,0.034025533
2-Butoxyethanol,"Dodecanoic acid, 1-methylethyl ester",0.5,0.666666667,3,1,1.40E-24,5,0.942857143,0.004804665,6,0.761589404,0.001550947,14,3,TRUE,+,1,0.026655614
2-Butoxyethanol,Hexacosanoic acid,,,0,1,0,4,0.615587011,0.26899777,5,0.882760953,0.000318931,11,2,TRUE,+,1,0.010451738
2-Butoxyethanol,Iminodiacetic acid,1,0,3,0.872081599,0.053854218,5,0.637748139,0.17307111,6,0.763016392,0.001501123,14,3,TRUE,+,1,0.026089173
2-Butoxyethanol,Isopropyl palmitate,0.866025404,0.333333333,3,1,1.40E-24,5,0.985610761,0.000309086,6,0.835179035,0.00020092,14,3,TRUE,+,1,0.008172548
2-Butoxyethanol,L-Alanine,0.866025404,0.333333333,3,0.974679434,0.00481823,5,0.840668002,0.036057573,6,0.755801566,0.001766687,14,3,TRUE,+,1,0.028704958
2-Butoxyethanol,L-Glutamine,0.5,0.666666667,3,1,1.40E-24,5,0.81167945,0.049857585,6,0.732302677,0.002899317,14,3,TRUE,+,1,0.037310015
2-Butoxyethanol,N-Caffeoyl-O-methyltyramine,,,0,0.9,0.037386073,5,0.521793932,0.288343234,6,0.880493451,0.000156562,12,2,TRUE,+,1,0.007257317
2-Butoxyethanol,Niacin,0.5,0.666666667,3,0.9,0.037386073,5,0.666885929,0.218893981,5,0.806629834,0.000863091,13,3,TRUE,+,1,0.018388838
2-Butoxyethanol,Norketamine,0.866025404,0.333333333,3,1,1.40E-24,5,0.88273483,0.019820417,6,0.860019112,7.98E-05,14,3,TRUE,+,1,0.004537334
"2-Cyclohexen-1-one, 3-methyl-",2-Methyl-3-pentanol,,,0,1,0,3,0.9,0.037386073,5,0.952380952,0.0002604,8,2,TRUE,+,1,0.009499688
"2-Cyclohexen-1-one, 3-methyl-",Hydracrylic acid,1,0,3,0.9,0.037386073,5,0.828571429,0.041562682,6,0.714757709,0.004068516,14,3,TRUE,+,1,0.04508009
2-Decanol,"5-Nonanol, tert-butyldimethylsilyl ether",,,0,0.872081599,0.053854218,5,0.666885929,0.218893981,5,0.78130633,0.002692844,12,2,TRUE,+,1,0.036381823
2-Decanol,Adenine,,,0,0.974679434,0.00481823,5,0.4,0.504631575,5,0.829283709,0.003007586,10,2,TRUE,+,1,0.038257685
2-Decanol,Diacetyl monoxime,,,0,0.974679434,0.00481823,5,0.7,0.188120404,5,0.866202553,0.000268597,12,2,TRUE,+,1,0.009627056
2-Decanol,"Dodecanoic acid, 1-methylethyl ester",,,0,0.974679434,0.00481823,5,0.2,0.747060078,5,0.758807521,0.004217183,12,2,TRUE,+,1,0.046132525
2-Decanol,L-Glutamine,,,0,0.974679434,0.00481823,5,0.461690258,0.433766156,5,0.792921596,0.00209336,12,2,TRUE,+,1,0.031728704
2-Decanol,L-Leucine,,,0,0.815789474,0.092241361,5,1,1.40E-24,5,0.82624633,0.000924329,12,2,TRUE,+,1,0.019012655
2-Decanol,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,0,-0.948683298,0.051316702,4,-0.8,0.2,4,-0.88186439,0.001659226,9,2,TRUE,-,-1,0.027656152
2-Decanol,L-Tryptophan,,,0,0.974679434,0.00481823,5,0.6,0.28475698,5,0.787238992,0.002372269,12,2,TRUE,+,1,0.034487081
2-Decanol,Norketamine,,,0,0.974679434,0.00481823,5,0.474341649,0.419531128,5,0.82594423,0.00093189,12,2,TRUE,+,1,0.019117338
2-Decanol,Vanillylmandelic acid,,,0,0.974679434,0.00481823,5,0.8,0.2,4,0.945378151,0.000118858,9,2,TRUE,+,1,0.005781425
2-Ethyl-1-butanol,DL-p-Hydroxyphenyllactic acid,,,0,1,0,3,0.866025404,0.333333333,3,0.985610761,0.000309086,6,2,TRUE,+,1,0.010378361
2-Ethyl-1-butanol,Glycerol,,,0,0.5,0.666666667,3,1,0,3,0.942857143,0.004804665,6,2,TRUE,+,1,0.049172647
2-Ethyl-1-butanol,L-Valine,,,0,0.5,0.666666667,3,1,0,3,0.942857143,0.004804665,6,2,TRUE,+,1,0.049172647
2-Ethylhexanoic acid,4-Aminobutanoic acid,0.5,0.666666667,3,0.894427191,0.040519326,5,0.840668002,0.036057573,6,0.756788816,0.001728296,14,3,TRUE,+,1,0.028319157
2-Ethylhexanoic acid,4-Methoxyphenol,-1,0,3,,,0,-0.948683298,0.051316702,4,-0.846184754,0.004029373,9,2,TRUE,-,-1,0.044710426
2-Ethylhexanoic acid,Biphenyl,0.5,0.666666667,3,0.447213595,0.450184856,5,0.840668002,0.036057573,6,0.819771042,0.000331531,14,3,TRUE,+,1,0.010722023
2-Ethylhexanoic acid,Hexanoic acid,0.5,0.666666667,3,0.917662935,0.028008456,5,0.955882353,0.002876616,6,0.772729268,0.001194812,14,3,TRUE,+,1,0.022538228
2-Ethylhexanoic acid,N-Acetylaspartic acid,1,0,3,0.782623792,0.117613761,5,0.820782682,0.088587005,5,0.756086415,0.002786825,13,3,TRUE,+,1,0.03668279
2-Ethylhexanoic acid,Pentanoic acid,1,0,3,0.802955069,0.10183797,5,0.753702346,0.083523281,6,0.75957626,0.001623465,14,3,TRUE,+,1,0.027354855
2-Furoic acid,"2-Methylcyclohexanol, (Z)",0.5,0.666666667,3,0.974679434,0.00481823,5,0.8,0.2,4,0.80567383,0.001558876,12,3,TRUE,+,1,0.026682969
2-Furoic acid,"3,5-Dimethylphenol",0.5,0.666666667,3,1,1.40E-24,5,0.8,0.2,4,0.950877193,2.07E-06,12,3,TRUE,+,1,0.00055307
2-Furoic acid,3-Buten-2-one,1,0,3,1,1.40E-24,5,0.4,0.6,4,0.868652821,0.000245942,12,3,TRUE,+,1,0.009101036
2-Furoic acid,Heptanoic acid,0.5,0.666666667,3,0.820782682,0.088587005,5,0.316227766,0.683772234,4,0.84304531,0.000572792,12,3,TRUE,+,1,0.01467342
2-Furoic acid,Isopropylamine,-1,0,3,-0.7,0.188120404,5,-0.4,0.6,4,-0.86116126,0.000320308,12,3,TRUE,-,-1,0.010452587
2-Furoic acid,N-Acetyl-L-alanine,0.5,0.666666667,3,0.564288094,0.321723336,5,0.2,0.8,4,0.783455561,0.002573118,12,3,TRUE,+,1,0.035663966
2-Furoic acid,Salsoline,1,0,3,0.872081599,0.053854218,5,0.5,0.666666667,3,0.835616438,0.00135925,11,3,TRUE,+,1,0.024411691
2-Hexanol,Benzenepropanoic acid,1,0,3,0.6,0.28475698,5,0.833333333,0.166666667,4,0.830393877,0.000825228,12,3,TRUE,+,1,0.018076832
2-Hexanol,Methanesulfonic acid,,,0,-0.7,0.188120404,5,-0.948683298,0.051316702,4,-0.794528831,0.00348246,11,2,TRUE,-,-1,0.04182196
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",2-Hydroxy-3-methylbutyric acid,,,0,1,0,4,0.753702346,0.083523281,6,0.897380272,7.53E-05,12,2,TRUE,+,1,0.00441033
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",2-Naphthol,0.5,0.666666667,3,1,0,4,0.477665147,0.337995273,6,0.805595194,0.000886909,13,3,TRUE,+,1,0.018576366
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",2-Pentadecanone,0.5,0.666666667,3,1,0,4,0.646843159,0.165056814,6,0.926969949,5.19E-06,13,3,TRUE,+,1,0.00092038
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone","6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",1,0,3,0.8,0.2,4,0.632455532,0.367544468,4,0.850818162,0.000898867,11,3,TRUE,+,1,0.018687726
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",Adenine,,,0,1,0,4,0.753702346,0.083523281,6,0.883316009,0.000312452,11,2,TRUE,+,1,0.010378361
